film_id,num_user,num_critic,imdb_score,num_votes,facebook_likes
2218,75,52,5.3,12706,0
1033,181,84,5.4,58227,2000
428,175,83,7.4,66966,0
3657,86,68,6.9,29994,0
1360,133,81,7.2,18520,0
2967,263,238,7.1,174248,0
731,94,39,6.7,45798,1000
4830,46,81,6.7,4654,18000
2163,67,58,7.4,16828,0
2013,455,175,7.3,57661,0
2543,584,256,7.2,263853,0
1682,38,27,4.6,5612,842
1404,158,81,5.3,23076,1000
4004,423,239,5.4,104831,32000
2515,293,232,7.1,89383,0
3998,261,229,6.7,157051,29000
4302,68,161,4,13506,0
3534,48,118,7.1,18395,0
721,52,15,6.5,10476,0
1327,560,150,7.1,137854,3000
4042,1722,703,8.1,995415,123000
3943,57,43,6.6,3665,0
1302,274,113,6.3,42705,885
177,236,144,8.1,54057,0
2876,118,29,6.7,25450,0
3881,698,500,7.8,518537,54000
1328,121,81,6.1,16372,311
4499,630,492,6.2,182899,60000
2149,316,150,7.1,155262,0
125,267,130,6.9,75280,0
3493,23,73,6.4,5695,0
4700,200,256,5.6,30219,22000
3181,1055,367,5.8,283418,13000
856,162,81,5.4,68406,0
348,458,109,8.1,104908,18000
1028,328,160,6.5,149680,0
3440,22,56,6.1,5385,0
1743,578,111,3.3,34219,0
2014,292,82,7.6,43378,0
1855,217,86,5,16300,720
164,50,38,5.5,3340,566
962,21,17,6.5,1038,51
3068,345,197,7.7,52286,24000
4638,138,219,7.1,44788,23000
405,513,230,8,152306,16000
675,28,11,7.2,2039,81
1723,559,224,6.7,158267,0
4856,302,423,6.4,60926,23000
640,148,63,7.3,41361,0
2843,27,78,7.3,5166,815
4927,null,null,7.2,6,0
4347,1,1,5.3,207,212
4157,19,9,6.6,4204,0
1907,370,150,5.9,191912,0
311,33,6,7.2,3157,337
577,241,104,7.6,143696,0
44,54,41,7.1,3258,359
3756,15,18,5.7,6025,995
3449,87,193,7.3,21086,0
2580,122,135,6.7,85086,0
1021,165,95,5.7,19176,956
3227,157,157,5.9,35990,0
1440,49,41,6.1,8146,181
3708,137,174,6,46239,0
4495,11,7,4.1,1084,437
4789,26,111,7.9,7025,0
710,197,84,7.1,107923,0
4298,158,260,5.9,60596,13000
1011,174,122,7.2,82232,0
4895,126,141,6.3,27130,14000
699,114,36,5.5,60293,669
1205,749,101,6.9,149222,0
2390,548,229,7.3,119286,0
3061,260,146,3.9,27664,1000
2673,482,186,6.7,121058,3000
4297,70,230,6.6,20616,0
2707,548,175,6.8,114321,0
3791,6,2,3.2,192,239
60,108,69,7.2,22124,0
2265,407,169,5.2,49739,0
2321,411,196,5.6,44966,0
1203,161,70,6.9,8039,625
1672,291,107,4.7,12856,299
3030,85,95,6.1,9465,0
3624,24,47,4.4,2508,788
2709,407,215,8.5,259379,39000
4529,28,48,5.8,6025,0
1227,83,95,7,6690,284
3358,974,422,6.6,286095,0
1113,2277,219,8.6,881236,22000
1019,376,79,6,56403,0
2086,268,108,5.9,106909,0
2986,74,114,5.2,9376,0
286,213,90,7.2,40511,0
2212,859,246,8,395921,19000
4715,160,191,6.4,63390,0
1989,123,56,4.6,24038,411
2646,1083,406,8.2,467234,27000
77,241,183,8.3,109335,0
2193,15,26,6.9,603,122
2362,81,67,6,19737,901
574,54,16,5.3,2580,710
1090,160,64,7,13892,915
2261,152,77,5.7,53687,1000
1331,8,16,5.2,1004,143
2191,627,198,6.4,284852,0
2785,44,61,5.6,5747,246
4265,1171,590,7.8,395573,92000
153,62,31,7.3,6350,357
3732,34,68,6.3,2603,952
369,68,16,6.6,9503,0
1611,2319,209,7.6,224013,10000
3635,374,321,6,176606,25000
4160,95,168,6.4,59805,0
226,1470,282,8.7,911097,33000
4670,5,12,5.4,522,84
3599,463,333,6.3,79461,10000
156,159,79,7.5,25019,0
2915,9,3,4.1,143,13
236,1191,318,7.9,157857,12000
2401,181,128,6.6,49676,0
4104,345,377,7.8,272534,40000
3283,132,188,7,166791,0
63,67,15,6.6,2498,376
2122,226,119,6.6,9649,1000
1812,302,136,6.1,43575,0
2521,217,153,5.5,22639,300
2824,368,140,3.8,38398,0
3551,136,160,4.8,16411,0
1799,206,112,7.9,35464,0
1793,278,136,6.7,49311,0
3548,17,50,6.4,1213,0
2369,263,142,6.7,82819,0
1006,431,117,7.5,259519,11000
1290,37,44,5.8,2045,339
4291,164,285,5.4,21468,12000
3300,73,76,5.1,18313,985
3641,35,113,6.3,11816,0
1252,140,46,7.1,5158,196
1915,226,180,7.5,41999,0
4348,48,69,4.7,14621,0
2197,22,2,5.8,275,141
2795,364,93,3.6,21506,0
4012,260,271,7,101287,31000
3383,287,192,6.4,94292,13000
258,50,23,7,11623,643
3971,845,488,7.6,243834,144000
1214,18,16,6.4,704,100
2354,372,171,6.6,244840,0
4372,134,136,6.1,41638,13000
4570,38,52,5.7,15310,3000
3864,738,516,7,536314,63000
970,117,85,7,21606,0
3385,88,144,6.5,33473,0
833,139,60,6.4,78343,0
4866,1,2,9.1,246,0
3890,93,70,5.9,30842,0
205,317,161,8.1,103493,17000
3675,98,222,6.7,19616,0
341,2,null,7.1,39,32
1774,614,151,4.1,26905,0
473,629,217,7.8,290949,13000
680,87,60,4.8,25086,1000
864,97,46,5.8,11913,616
3420,704,408,8.3,665575,27000
2305,27,35,6.5,746,88
2075,339,119,6.1,122187,0
1506,335,173,7.4,54643,0
2928,1107,398,8.1,372990,16000
786,130,64,6.6,91176,0
3531,65,19,6.3,3942,0
358,851,147,8.3,537442,19000
4476,346,327,6.5,136954,32000
2508,213,77,4.3,51349,0
2800,666,112,2.3,89687,0
1292,260,107,5.3,45500,1000
4909,239,248,6.6,42372,29000
4154,52,193,6.8,12796,0
3927,13,17,6.6,2116,0
371,668,256,7.5,149293,10000
1340,10,22,4,1415,118
197,369,124,8.1,101627,0
218,535,152,7.4,69831,0
1736,67,38,6,4387,204
1159,426,101,5.5,47814,0
2454,411,227,6.4,86152,0
3059,144,256,7.7,85589,0
2811,532,250,7.6,155496,0
3648,137,109,7,34224,10000
1407,69,60,5,8560,177
2105,49,54,5.2,8023,591
3611,389,410,7.9,275869,36000
2208,531,195,6.6,147504,0
1784,467,193,7.6,328159,3000
1805,83,9,6,3709,0
1909,92,81,5.6,14147,401
1222,274,138,6.2,88132,0
4593,752,539,8,514125,82000
1688,633,109,7.7,305929,0
2987,396,254,6,62770,0
3513,156,226,8.2,80429,37000
120,780,181,8.9,503509,20000
2787,143,183,7.7,51353,13000
2483,27,32,5.5,5159,143
3883,203,325,6.3,64682,0
462,537,252,7.8,113451,0
3435,553,445,7.7,386217,26000
4797,7,9,4.6,742,479
2815,376,193,6.3,140780,0
4401,423,261,6.3,138582,37000
679,290,36,4,38203,0
4934,1,null,7.4,299,367
3062,280,151,6,48999,0
3217,201,217,7.1,88037,10000
942,207,131,6.9,69576,2000
3789,16,9,5.6,4068,754
142,106,20,6.7,9352,0
2892,50,72,6.3,37700,0
2790,199,168,7.4,89547,0
3117,74,152,7.3,26156,0
4108,3,6,7.1,122,181
169,349,104,7.8,128334,0
4755,2,null,4.3,24,85
533,477,149,8.3,515306,0
3404,119,121,5.6,23424,0
633,201,54,7.5,82743,7000
3084,45,85,4.5,8860,279
4521,491,348,5.9,167089,62000
808,216,63,6.4,69197,0
1303,1377,186,8.5,782610,30000
2141,632,226,7.8,174591,0
3322,49,12,7.2,7295,504
3759,12,5,3.2,408,211
2150,1504,274,7.8,382255,11000
1597,99,61,7,5016,305
109,255,89,8,55816,7000
2555,36,25,2.1,8707,244
476,273,103,7.1,136667,13000
2596,253,164,6.9,194249,0
3666,378,327,7.7,270441,40000
1319,414,143,8,63733,0
2027,1676,280,6.4,305340,0
1754,243,117,6.1,31788,0
4772,383,389,6.6,166137,38000
3260,1,2,5.1,118,32
1014,227,83,6.3,88225,0
2745,1912,334,6.8,383427,0
3623,237,239,7.4,146364,27000
3038,134,194,7.8,40481,0
3640,432,357,5.8,89442,0
3502,121,184,4.9,53160,0
2082,50,76,5.3,5917,177
4439,1,1,6.6,25,71
4701,135,222,5.7,38202,41000
4893,115,181,6.3,17533,12000
1985,95,51,5.5,3972,655
1155,40,19,5,1555,98
1671,890,202,6.3,248045,0
2440,129,74,7,16299,1000
2431,177,66,3.5,20310,0
1455,289,170,5.9,100001,0
1288,157,62,6.9,9323,970
4470,14,88,5.6,2894,0
3170,37,111,7.1,9230,0
517,79,27,6,87538,0
1489,3,13,4.2,122,4
4145,17,40,4.4,1633,0
764,169,61,5.6,21102,1000
2726,32,32,4.6,1263,352
232,181,112,8,37594,0
3,45,48,8.3,4849,226
1679,445,141,6.8,101899,0
3029,360,266,7.6,307029,6000
807,194,56,6.6,24438,0
1629,38,44,6.5,6808,227
3434,39,64,5.1,3650,0
961,15,11,5.3,2301,439
2758,524,156,7.4,91860,14000
43,162,91,7.8,21316,0
2351,222,118,7,54657,0
83,389,184,7.3,116642,5000
3066,105,160,7.4,36894,0
42,9,1,7.1,67,10
794,140,97,5.8,61018,0
2716,56,50,5.6,5494,255
1044,289,131,6.6,124641,0
2335,495,190,6.4,58658,0
2954,205,45,4.3,8560,797
1276,190,35,5.3,11439,901
4034,4,15,6.3,760,209
2388,735,278,7.7,166269,0
689,156,58,7.9,45703,0
406,437,124,6.7,111649,0
653,17,13,6.1,1435,266
3524,120,140,5.4,72867,0
2724,83,76,4.4,14888,747
2106,660,212,3.3,87451,0
493,210,61,6.8,57578,0
2405,138,127,6.9,25474,0
1422,171,94,4.3,39391,374
2653,58,88,6.2,5931,0
3402,71,118,7.7,22811,11000
4421,701,406,7.6,303185,82000
756,395,121,8.1,183288,22000
1510,399,113,5.9,38076,0
4377,147,325,7,55539,20000
3844,460,373,8.1,318955,75000
1837,2335,208,6.7,271592,0
3265,245,180,5.8,113483,0
2254,363,209,6.6,86422,0
715,329,57,7.5,112175,11000
511,38,22,5.8,4756,624
1285,22,29,6.1,708,93
1131,168,57,6.1,24834,934
3716,227,277,5.9,83788,20000
855,318,109,7.3,189923,0
3496,197,222,6.4,147317,12000
906,148,60,4.9,27648,0
1176,51,63,7.3,5153,687
2706,645,236,7.6,295375,15000
4446,10,17,3.3,1285,721
757,1065,132,8.4,736638,17000
4694,15,6,7,876,259
4360,42,30,5.2,12372,0
1678,962,220,7.6,209133,0
1779,43,33,5.9,4564,227
1549,4,12,6.1,91,27
1300,111,54,6.3,10413,579
2496,303,177,7,85198,0
4366,8,22,6.2,605,679
463,201,94,6.9,55101,3000
374,175,94,7.3,126464,0
1274,255,103,5.5,74274,0
1417,1426,237,6.1,242188,0
4457,27,94,7.4,15060,0
2604,196,104,7.1,56595,641
1192,362,93,6.8,87785,0
3190,20,101,5.7,2410,784
4582,22,7,2,3279,0
4008,356,360,5.9,61995,33000
2083,44,55,4.5,11092,167
3343,4,5,7.4,1418,30
2446,612,144,5.1,66382,0
3799,69,115,8.5,22457,26000
3525,106,41,6,9673,0
4622,212,351,7.5,73249,36000
1451,78,39,7.3,2794,0
4069,83,28,6.7,14015,831
309,253,203,6.9,14985,2000
1253,85,45,5.8,4377,309
2977,102,118,6.5,52908,0
1054,247,76,6.5,37885,0
2931,47,66,5.3,5012,254
2422,24,40,5.9,3299,191
1333,87,54,7.3,3479,180
4685,773,536,8.3,345198,118000
3752,209,255,6.3,25750,0
2880,429,263,8,66610,0
4288,124,280,7.7,55516,29000
2904,666,251,6.1,149019,0
937,130,46,8.5,27882,0
2683,127,101,6.7,21767,0
140,26,35,7.2,4391,278
86,207,103,7.7,67825,0
1247,183,49,5.4,18711,0
2248,815,283,8,479166,0
3233,144,166,5.5,83506,0
4337,301,289,7,316671,35000
4883,6,78,7.3,408,21000
4316,10,9,2.6,332,200
3796,186,240,7,165333,19000
3668,190,345,6.5,80617,36000
1587,339,140,6.6,53415,0
2096,112,93,7.1,10680,562
1698,1441,224,7.6,297250,11000
2784,289,269,7.1,88451,0
3753,157,189,6.5,105556,17000
2621,889,270,7.9,355810,15000
1032,57,61,7.1,5744,381
159,105,40,7.1,27646,0
4301,160,120,5.5,28570,0
4422,10,70,6.1,1738,278
1260,100,70,6.2,14637,619
2030,30,7,3.3,397,32
2688,644,240,5.6,63363,0
3107,86,212,7.5,29248,0
3522,36,70,5.8,10103,0
3860,41,62,5.1,14280,0
4513,21,43,5.8,6797,0
1067,237,96,5.5,17328,673
580,248,132,7.1,90070,11000
3231,65,165,6.7,32003,0
918,21,44,7.1,2081,224
4510,1,1,6.8,78,267
70,273,122,8.2,149444,0
1036,83,32,5.3,1622,30
3506,99,134,7.1,43965,19000
3280,162,242,6.6,77305,11000
4847,6,6,5,60,1000
874,869,242,7.2,222018,11000
2036,179,122,4.9,32049,988
761,147,55,5,34471,0
1350,1308,174,2.4,65464,0
312,195,161,6.6,22773,0
4231,698,358,6.5,203154,45000
2196,371,143,7,72639,19000
3167,112,189,7.1,12241,0
659,895,308,8.1,613473,19000
1130,20,5,5.5,372,18
4843,119,216,7.5,32507,15000
2316,209,127,7.2,92702,0
3004,241,302,7.7,88682,0
3658,297,365,7.2,111658,20000
1055,161,114,6.3,20576,652
52,333,153,8.1,80193,3000
4794,455,371,6.2,65299,27000
419,217,96,6.4,117606,0
1134,258,98,8.1,65951,5000
3080,148,135,5.2,26609,0
4532,351,320,6.1,127258,56000
2203,52,47,7.6,4976,989
2040,58,85,5.4,11634,227
1128,21,12,6.4,867,109
2721,611,201,8,338383,32000
4749,331,349,7.9,119928,76000
4063,1,1,6.9,197,126
1030,84,44,4.7,8983,316
3350,8,21,7.4,474,203
278,140,36,5.7,50125,0
2540,90,28,7,8616,758
4671,154,218,6.4,47968,35000
1070,409,141,7.5,75973,0
1761,142,66,5.3,19706,448
4029,561,444,5.3,108683,25000
967,197,80,7.3,11550,489
2835,119,120,5.3,32157,913
4234,475,440,5.7,83234,30000
1380,10,24,6.6,601,22
1234,385,133,7.3,125421,0
66,36,39,6.2,2636,365
2546,59,108,6.7,9334,447
3629,696,556,7.7,479453,74000
3868,70,112,4.8,8589,0
3174,380,198,5.5,156348,0
3621,165,213,6.4,74691,0
1374,173,64,4.9,12324,580
438,307,158,5.9,25332,0
2711,284,78,4.7,27486,0
2180,226,127,6.4,49405,2000
2411,46,49,7.1,2877,903
3429,31,129,6.3,3174,512
1017,100,34,6.6,23928,0
3547,156,212,6.5,58871,0
1581,867,181,6.9,128593,0
1529,411,131,6.4,86902,0
3131,94,71,6.1,22753,0
4578,261,254,5.4,31089,20000
712,79,32,4.3,16194,319
2509,202,136,6.1,67707,0
4665,49,45,6.3,4693,0
2076,210,194,7.5,41496,0
259,92,63,7.7,25498,0
370,668,256,7.5,149285,10000
4387,742,576,7.8,496749,55000
2017,190,129,7.2,28855,0
2059,74,25,7.7,2164,0
196,315,129,8,112671,14000
894,117,50,6.2,31817,0
3163,713,316,6.7,299852,0
746,351,94,7.2,190439,0
2044,172,66,5.3,27580,0
4436,7,9,7.2,955,68
4669,144,173,6,85629,14000
2840,50,121,6.3,8014,314
1998,916,235,5.7,42256,0
4185,1885,738,7.8,582917,147000
687,241,83,7.6,63931,0
3986,261,368,7.4,135286,27000
4743,277,305,7.5,147128,44000
2989,39,41,6.6,10706,0
672,130,46,5.9,10182,810
928,191,78,7.1,86347,0
306,27,50,6.4,1275,0
3768,512,432,7.4,365104,35000
1334,162,75,4.1,24216,401
1190,840,242,7.8,254404,0
870,71,27,6.5,12278,758
12,98,66,7.8,13269,1000
508,114,66,4.5,13190,616
345,911,297,8.2,258078,23000
3526,348,283,6.3,148280,11000
951,857,172,6.7,120416,10000
4156,85,169,6.5,64387,15000
2690,23,51,7.3,4702,0
4835,40,68,3.7,3313,2000
3279,72,52,5.3,7412,0
3966,133,178,5.8,67296,0
2645,250,166,6.8,127345,0
1769,61,43,6.4,1894,108
4183,109,146,4.4,19586,4000
1894,127,69,6.7,17983,0
3705,76,115,5.8,12520,0
4219,108,211,7.1,21223,13000
4374,1,17,6.1,1673,348
10,59,35,6.5,4152,328
227,109,82,6.5,13915,0
792,196,69,7.7,78392,0
4085,509,462,6.4,139749,29000
414,189,159,6.1,15531,0
845,196,65,6.9,22246,0
2201,672,191,6.2,151580,0
1783,141,105,5.4,41663,531
3529,315,226,5.2,80870,0
99,235,122,8,147566,0
993,69,22,6.3,8118,0
3386,279,241,6.6,67822,0
3579,4,7,6.9,296,89
4716,123,76,4.4,23473,8000
3090,99,143,6.5,17757,982
966,138,83,6.3,32416,0
3126,36,57,7,11704,702
2223,79,105,6.9,13727,973
336,32,21,6.2,881,323
4497,99,159,6.4,58498,0
2818,149,111,6.7,59900,0
3244,170,211,7.3,44864,13000
1152,281,120,6.3,58023,0
4415,657,314,6.1,128694,51000
2300,323,161,5.7,59435,0
4759,87,205,6.4,9427,0
3417,1439,366,6,323207,0
4932,36,108,7.7,10111,0
1027,2528,315,7.7,793059,26000
48,233,94,8,78454,5000
3541,73,163,7.2,11158,0
2583,166,111,5.9,19715,515
2138,44,13,3.3,1207,40
3523,801,447,7.7,435864,36000
4786,26,10,5,1510,0
1278,194,95,6.8,12375,846
3346,26,115,7.3,29203,0
1267,100,72,6.4,7736,0
186,1058,304,8,284252,18000
1952,225,153,7.7,114407,11000
3906,751,377,5.9,202382,44000
525,491,96,8,277451,23000
891,5,19,7,1470,121
693,292,80,7.8,171882,14000
3918,271,270,5,52642,24000
2968,178,225,6.9,146766,0
1023,263,97,7.3,18697,578
1107,157,117,6.7,23940,688
4660,695,369,4.3,110486,41000
3644,199,337,7,54104,38000
2158,381,183,6.7,56813,0
1545,190,98,5.5,21283,361
2530,313,159,4.2,31124,764
1439,365,70,6.1,57040,0
2900,23,46,7.1,10175,0
2871,143,168,6.6,58509,0
3484,256,258,6.6,75201,0
2647,123,165,7.3,63084,0
3332,585,357,7,230931,0
3862,975,584,6.7,136367,39000
2939,28,21,4.8,6691,366
2771,184,110,5.6,32412,0
75,81,42,7.9,7998,808
4745,409,474,8.1,195333,80000
707,420,148,7.9,142416,0
4604,172,138,5.4,39782,11000
820,236,71,7.4,99558,0
4639,21,33,4.8,1355,275
2753,172,233,7.9,44763,14000
2262,622,192,6.5,124242,4000
1330,515,191,7.9,385871,0
4272,131,124,7.8,69676,31000
914,202,50,7.6,22697,0
558,316,142,7.1,269858,0
555,382,92,8,186485,0
4907,398,370,7.8,106221,65000
2298,220,152,6.3,65979,999
1361,1051,221,7.7,394317,23000
2229,26,33,5.8,1231,49
3503,27,15,6.5,3015,850
4127,312,346,6.9,59545,18000
4960,null,null,9.5,10,0
4273,108,133,5.6,37493,0
3682,78,190,7.1,35446,0
105,26,24,8.1,891,363
755,539,144,5.4,190786,0
2232,267,106,6,16832,701
2178,428,141,6.3,211296,0
2187,692,193,6.9,255447,0
4483,72,6,5.1,4167,0
1348,180,101,5.5,20201,0
1002,157,95,7.2,11622,1000
36,87,32,6.9,6304,403
4155,3,12,6.2,683,874
686,89,43,6.5,59569,0
3676,35,42,4,1771,835
2195,13,16,8.3,496,110
4015,221,265,6.7,87203,25000
270,283,62,7.8,35130,0
2246,37,78,6.7,2720,57
836,140,69,6.8,30083,0
3085,414,284,6.1,57873,0
451,69,29,5.9,39798,0
3913,131,279,5.7,39247,10000
1397,482,175,6,141414,0
4819,147,203,7.3,33856,34000
3702,175,34,7,15401,10000
3684,13,10,6.1,1262,224
539,133,40,7.5,22800,667
3121,876,388,7.6,332065,16000
3115,156,172,5.4,44130,0
4467,918,433,6.4,327367,83000
4051,310,313,6.4,213863,59000
103,259,145,7.8,107408,0
2959,214,164,5.6,81523,0
4102,37,102,6.4,5147,0
3064,369,198,6,57446,0
3738,329,288,6.1,195043,27000
2047,2121,245,6.7,364948,0
3253,120,77,6.9,70076,14000
2302,88,96,6.4,8427,1000
2395,180,137,7.1,13505,0
4240,1106,575,7,381148,83000
1532,164,46,4.8,30771,0
1921,156,54,6.5,22570,0
4172,44,83,5.9,20615,0
2343,340,123,6.9,109894,0
507,100,81,6.5,9502,812
4817,2,27,3.6,133,135
765,190,77,7.6,73193,0
2110,209,105,5.2,27548,0
917,89,37,6.6,17859,911
152,258,112,8,76398,0
2377,131,202,7.7,53508,4000
3456,3,20,6.7,465,503
4358,6,2,6,192,41
3137,56,109,7.3,19440,0
1148,353,120,7,91093,0
4355,33,9,5.2,5975,0
3960,23,50,7.7,16701,0
4928,33,14,7.8,4438,361
1180,337,145,6.7,123940,0
569,30,23,6.5,8295,720
2679,271,107,6.5,90938,0
4579,351,322,7.2,103589,35000
1505,86,72,5.3,8546,859
4832,1,1,6.1,57,0
4340,102,25,6.9,25122,0
2898,46,51,5.3,9517,319
2292,301,113,4.2,16474,785
2975,null,null,6.1,33,3
161,92,74,6.3,23546,819
1830,108,56,6.7,14618,447
1098,88,35,5.6,22955,0
1886,403,99,5.1,46158,0
2268,112,74,5.5,45775,462
763,194,82,7.3,81026,0
4734,8,1,6.6,745,50
2340,208,124,6.2,36223,0
2782,2,17,6.2,132,87
4537,260,198,6.5,86251,58000
1392,130,82,4.7,10132,390
1844,199,92,6.8,32357,3000
3578,522,393,7.5,273921,36000
3692,485,371,6.8,218711,27000
265,201,121,7.1,23986,0
4861,3,63,7.8,550,599
1521,162,44,6,12077,433
2275,119,29,7.9,34449,2000
343,48,11,5.8,7748,0
1689,31,40,6.1,4339,593
2759,524,156,7.4,91863,14000
3179,185,191,6.4,146899,0
1840,105,53,5.4,12007,507
2548,1206,372,7.9,361767,17000
2831,881,387,7.5,414345,10000
2943,199,222,6.9,72693,0
4549,202,156,4.2,44891,12000
1938,267,85,3.4,30651,1000
2773,206,194,6.2,105902,0
2862,19,6,6.6,2727,296
1035,31,24,4.6,2189,0
4380,57,91,6.6,8058,0
654,23,19,5.1,922,107
819,14,11,5.6,3122,559
1471,139,86,6.1,34473,0
4596,10,1,7.5,314,26000
1612,1768,252,8,235992,16000
375,178,98,6.8,20113,0
2581,247,123,6.6,35565,2000
204,242,112,6.8,39847,0
1674,85,27,6.5,3203,650
3218,396,288,5.8,119622,0
2628,137,46,5,8962,676
3127,209,177,6.1,47574,0
3371,14,66,6,1219,120
3289,294,300,5.1,92712,6000
1173,20,25,6.3,781,157
3933,588,432,7.1,203458,46000
4897,8,21,5.4,1197,0
385,495,111,8.4,221000,12000
2735,828,279,7.6,83374,0
3266,54,106,6.1,9006,0
3138,33,73,6.2,22304,894
2125,58,100,6.6,9003,532
3777,178,245,6.2,168717,24000
4027,14,7,2.2,634,150
4465,18,3,3.1,610,606
3305,268,264,5.5,45603,0
3962,286,50,6.9,42296,12000
2062,18,5,5.4,508,61
4254,95,184,5.6,52069,0
3630,238,235,6.1,124185,11000
3631,71,97,5.4,29971,0
2837,782,354,7.2,336235,0
3720,331,287,4.3,87745,18000
2522,504,372,7.5,67654,0
4500,630,492,6.2,182910,60000
2456,899,257,6.9,263336,0
3845,39,26,5.4,10196,0
3249,524,130,2.7,56451,0
4509,38,66,5.7,5228,0
2972,90,81,7,15412,0
579,391,196,7.5,240241,0
4491,12,29,6,5865,1000
421,208,56,6.7,19568,0
100,219,105,7.7,31429,0
696,26,8,5.8,3924,368
1075,164,40,6.7,48225,0
4661,695,369,4.3,110486,41000
2793,491,253,6.9,186982,0
3462,51,117,6.2,14757,0
963,419,140,5.6,105585,0
4903,127,185,4.8,20837,10000
1599,359,99,7.5,39105,0
984,50,28,6.7,5648,329
3470,126,223,6.3,29967,0
3512,31,4,5.1,1123,638
2245,911,203,5.9,115050,4000
255,405,134,6.4,63330,0
4203,81,41,7.6,22105,14000
1309,70,31,5.4,2877,111
2109,129,65,6.1,30092,0
3341,53,53,7.1,9177,821
1453,282,100,4.8,14596,589
4371,56,12,4.4,1900,0
823,154,63,6.8,42892,0
3770,44,94,5.8,32951,6000
4324,532,486,7.1,414070,63000
3604,227,228,6.3,106446,11000
553,263,111,7.4,283480,0
4805,309,332,6.3,94241,25000
2856,243,131,7.1,167967,20000
2011,347,151,5.5,111526,0
1525,289,146,6.8,72591,0
135,41,10,5.5,1978,209
4099,139,163,5.6,62198,0
676,1273,174,8.9,865020,41000
4404,33,30,4.3,3104,774
744,31,5,6.4,859,119
2689,483,183,5.8,102167,0
2617,58,46,6,19622,931
4663,1360,362,4.1,220020,101000
3838,45,130,6.6,13223,0
843,26,23,5.2,8008,504
1726,68,44,6.7,3142,115
1872,2417,294,8.7,1100446,10000
1576,431,129,7.6,121937,15000
1753,32,58,7,1555,131
1476,83,53,6.6,4687,290
1018,156,93,5.9,46451,0
865,68,50,5.4,15814,503
3338,11,45,5.8,2522,407
3742,463,360,6.7,304318,52000
178,2238,208,9.2,1155770,43000
3535,29,81,7.3,8667,0
3515,129,171,8.3,55382,63000
2693,73,85,6.7,12304,799
615,244,124,8,260939,0
4432,153,82,5.8,21034,23000
1458,548,118,6.6,176169,0
3099,974,309,7.9,483756,29000
2539,270,195,7,38142,0
2385,94,59,5.4,19829,779
1110,709,181,7.8,161471,0
4138,1,1,7.1,57,2
997,248,79,3.7,60573,894
590,363,75,6.7,182802,13000
1993,50,38,6.3,5137,688
3767,509,487,7.7,301149,78000
3261,28,6,2.8,1612,297
2644,22,43,7.3,2776,285
3243,1262,472,8,531737,22000
432,125,96,6.2,10624,0
3225,14,11,6.2,706,229
3236,6,16,6.9,190,33
2396,824,298,7.6,176936,0
4182,264,415,6.7,173530,40000
1473,267,125,6.7,45296,0
166,280,138,7.8,82476,0
1643,167,92,6.1,19709,0
4901,8,9,4.8,162,724
2631,142,124,7,23864,0
233,35,20,6.4,5561,745
976,289,175,7.3,403014,0
3951,5,2,5.6,606,706
641,382,89,7.8,113068,0
3433,105,192,6.5,64646,0
3919,471,414,7.1,204327,32000
3610,29,104,5.9,4124,916
2237,50,16,5.1,2919,181
1315,105,62,5.3,10446,279
2654,258,148,4.7,24969,0
4214,1,1,6.3,28,73
1057,62,12,2.3,5143,724
725,61,12,6.1,13830,680
3237,50,83,3.5,10161,657
2194,138,77,5.8,13210,269
573,14,6,6.7,1984,278
880,259,73,7.5,154487,0
3588,141,215,6.5,34263,0
241,123,55,7,20660,0
2788,32,52,2.9,12339,256
1452,326,169,6.4,60165,0
2463,1,null,7.8,36,4
957,103,53,5.4,56168,5000
556,97,60,5.9,60476,0
2821,55,97,5.5,13866,488
3853,252,398,7.1,75176,26000
1665,281,110,6.9,57100,0
1416,949,181,5.6,60467,0
1660,988,187,6.7,272223,14000
3089,108,97,6.2,67653,0
1337,338,85,4.1,14747,858
728,373,114,7.2,260981,0
2776,34,20,3.9,4995,160
1487,69,61,7.3,4767,186
3251,192,216,7.3,45449,23000
3976,667,589,7.4,428916,75000
3114,45,86,7.3,16673,0
1265,621,144,7.8,200293,16000
3636,420,378,7.6,280228,29000
1445,301,160,5.9,58416,0
2638,57,88,6.7,4423,594
1647,205,122,5.4,84325,0
3847,247,292,5.5,27260,0
4115,503,412,5.3,165618,66000
3989,128,252,6.1,33107,27000
2435,492,233,5.9,98472,0
2510,34,26,6.4,5557,294
1738,24,11,5.3,553,86
3269,491,220,4.9,36372,3000
3050,110,139,6,28109,0
4667,25,133,6.5,5863,0
4824,178,39,8.5,30977,10000
1189,160,97,3.6,8294,342
7,53,35,7.8,3753,279
2761,8,8,5.3,436,31
1462,92,71,6.5,5254,141
4738,1,1,6.7,6,14
3771,108,189,6,67191,14000
1238,34,11,5.1,2870,77
2664,97,110,5.9,26100,484
1167,20,23,3.8,1520,204
3816,140,190,5.8,27117,7000
2896,415,273,7.5,136104,0
404,809,198,8.5,732212,39000
1747,349,108,5.4,16747,1000
2346,114,90,6.8,50919,0
1881,116,80,5.5,34561,1000
465,131,62,7.3,98348,0
3633,36,92,5.4,6147,0
2973,2,7,7.5,48,26
4908,239,248,6.6,42372,29000
4788,100,158,6.6,22369,21000
2240,110,112,7.9,44151,0
3695,181,376,7.2,96480,21000
